序号,学校名称,排名,校名,校名,校名,校名,校名,校名,校名
1,北京大学,1,北京,,,,,,
2,中国人民大学,5,中国,人民,,,,,
3,清华大学,2,清华,,,,,,
4,北京交通大学,44,北京,交通,,,,,
5,北京工业大学,92,北京,工业,,,,,
6,北京航空航天大学,25,北京,航空,,航天,天大,,
7,北京理工大学,29,北京,理工,理工大,,,,
8,北京科技大学,42,北京,科技,,,,,
9,北方工业大学,328,北方,工业,,,,,
10,北京化工大学,77,北京,化工,,,,,
11,北京工商大学,251,北京,工商,商大,,,,
12,北京服装学院,356,北京,服装,,,,,
13,北京邮电大学,58,北京,邮电,电大,,,,
14,北京印刷学院,419,北京,印刷,,,,,
15,北京建筑大学,293,北京,建筑,,,,,
16,北京石油化工学院,447,北京,石油,化工,石油化工,,,
17,北京电子科技学院,702,北京,电子,科技,电子科技,,,
18,中国农业大学,34,中国,农业,,,,,
19,北京农学院,419,北京,农学,农学院,,,,
20,北京林业大学,105,北京,林业,,,,,
21,北京协和医学院,71,北京,协和,医学,医学院,,,
22,首都医科大学,108,首都,医科大,,,,,
23,北京中医药大学,146,北京,中医,医药,中医药,,,
24,北京师范大学,17,北京,京师,师范,,,,
25,首都师范大学,83,首都,师范,,,,,
26,首都体育学院,暂无,首都,体育,,,,,
27,北京外国语大学,暂无,北京,外国语,,,,,
28,北京第二外国语学院,暂无,北京,二外,外国语,,,,
29,北京语言大学,138,北京,语言,,,,,
30,中国传媒大学,暂无,中国,传媒,传媒大学,,,,
31,中央财经大学,113,中央,财经,中央财经,,,,
32,对外经济贸易大学,95,对外,外经,经济,贸易,,,
33,北京物资学院,452,北京,物资,,,,,
34,首都经济贸易大学,181,首都,经济,贸易,贸易大学,,,
35,外交学院,暂无,外交,外交学,,,,,
36,中国人民公安大学,暂无,中国,人民,公安,公安大学,,,
37,国际关系学院,暂无,国际,关系,,,,,
38,北京体育大学,暂无,北京,体育,,,,,
39,中央音乐学院,暂无,中央,音乐,音乐学,,,,
40,中国音乐学院,暂无,中国,国音,音乐,音乐学,,,
41,中央美术学院,暂无,中央,美术,术学,美术学,,,
42,中央戏剧学院,暂无,中央,戏剧,,,,,
43,中国戏曲学院,暂无,中国,戏曲,曲学,,,,
44,北京电影学院,暂无,北京,电影,电影学,,,,
45,北京舞蹈学院,暂无,北京,舞蹈,,,,,
46,中央民族大学,98,中央,民族,,,,,
47,中国政法大学,74,中国,国政,政法,政法大,,,
48,华北电力大学,118,华北,北电,电力,华北电,,,
49,中华女子学院,523,中华,女子,,,,,
50,北京信息科技大学,283,北京,信息,科技,,,,
51,中国矿业大学（北京）,230,中国,矿业,中国矿业大学,北京,,,
52,中国石油大学（北京）,117,中国,石油,石油大学,北京,,,
53,中国地质大学（北京）,167,中国,地质,中国地质大学,北京,,,
54,北京联合大学,320,北京,联合,,,,,
55,北京城市学院,#N/A,北京,城市,,,,,
56,中国青年政治学院,476,中国,青年,政治,治学,政治学,,
57,首钢工学院,723,首钢,工学院,,,,,
58,中国劳动关系学院,593,中国,劳动,关系,,,,
59,北京吉利学院,#N/A,北京,吉利,,,,,
60,首都师范大学科德学院,#N/A,首都,师范,首都师范大学,科德,,,
61,北京工商大学嘉华学院,#N/A,北京,工商,商大,北京工商大学,嘉华,,
62,北京邮电大学世纪学院,#N/A,北京,邮电,电大,北京邮电大学,世纪,,
63,北京工业大学耿丹学院,#N/A,北京,工业,北京工业大学,耿丹,,,
64,北京警察学院,暂无,北京,警察,,,,,
65,北京第二外国语学院中瑞酒店管理学院,#N/A,北京,二外,中瑞,酒店,管理,,
66,中国科学院大学,3,中国,科学院,中国科学院,,,,
67,中国社会科学院大学,暂无,中国,社会,科学院,中国社会科学院,,,
68,北京工业职业技术学院,#N/A,北京,工业,职业,技术,,,
69,北京信息职业技术学院,#N/A,北京,信息,职业,技术,,,
70,北京电子科技职业学院,#N/A,北京,电子,科技,电子科技,职业,,
71,北京京北职业技术学院,#N/A,北京,京北,职业,技术,,,
72,北京交通职业技术学院,#N/A,北京,交通,职业,技术,,,
73,北京青年政治学院,#N/A,北京,青年,政治,,,,
74,北京农业职业学院,#N/A,北京,农业,职业,,,,
75,北京政法职业学院,#N/A,北京,政法,职业,,,,
76,北京财贸职业学院,#N/A,北京,财贸,职业,,,,
77,"北京北大方正软件职业技术
学院",#N/A,北京,北大,北大方正,软件,职业,技术,
78,北京经贸职业学院,#N/A,北京,经贸,职业,,,,
79,北京经济技术职业学院,#N/A,北京,经济,技术,职业,,,
80,北京戏曲艺术职业学院,#N/A,北京,戏曲,艺术,职业,,,
81,北京汇佳职业学院,#N/A,北京,汇佳,职业,,,,
82,北京科技经营管理学院,#N/A,北京,科技,经营,管理,,,
83,北京科技职业学院,#N/A,北京,科技,职业,,,,
84,北京培黎职业学院,#N/A,北京,培黎,职业,,,,
85,北京经济管理职业学院,#N/A,北京,经济,管理,职业,,,
86,北京劳动保障职业学院,#N/A,北京,劳动,保障,职业,,,
87,北京社会管理职业学院,#N/A,北京,社会,管理,职业,,,
88,北京艺术传媒职业学院,#N/A,北京,艺术,传媒,职业,,,
89,北京体育职业学院,#N/A,北京,体育,职业,,,,
90,北京交通运输职业学院,#N/A,北京,交通,通运,运输,交通运输,职业,
91,北京卫生职业学院,#N/A,北京,卫生,职业,,,,
92,北京网络职业学院,#N/A,北京,网络,职业,,,,
1,南开大学,16,南开,开大,,,,,
2,天津大学,13,天津,,,,,,
3,天津科技大学,207,天津,科技,,,,,
4,天津工业大学,147,天津,工业,,,,,
5,中国民航大学,261,中国,国民,民航,中国民航,,,
6,天津理工大学,205,天津,理工,理工大,理工大学,,,
7,天津农学院,404,天津,农学,农学院,,,,
8,天津医科大学,145,天津,医科大,,,,,
9,天津中医药大学,213,天津,中医,医药,中医药,中医药大学,,
10,天津师范大学,96,天津,师范,,,,,
11,天津职业技术师范大学,296,天津,职业,技术,师范,师范大学,,
12,天津外国语大学,暂无,天津,外国语,,,,,
13,天津商业大学,313,天津,商业,,,,,
14,天津财经大学,218,天津,财经,财经大学,,,,
15,天津体育学院,暂无,天津,体育,,,,,
16,天津音乐学院,暂无,天津,音乐,音乐学,,,,
17,天津美术学院,暂无,天津,美术,术学,美术学,,,
18,天津城建大学,359,天津,城建,,,,,
19,天津天狮学院,#N/A,天津,天狮,,,,,
20,天津中德应用技术大学,703,天津,中,德,技术,,,
21,天津外国语大学滨海外事学院,#N/A,天津,外国语,滨海,外事,外事学院,,
22,"天津体育学院运动与文化艺术
学院",#N/A,天津,体育,天津体育学院,运动,文化,艺术,
23,天津商业大学宝德学院,#N/A,天津,商业,宝德,,,,
24,天津医科大学临床医学院,#N/A,天津,医科大,天津医科大学,临床,医学,医学院,
25,南开大学滨海学院,#N/A,南开,开大,南开大学,滨海,滨海学院,,
26,天津师范大学津沽学院,#N/A,天津,师范,天津师范大学,津沽,,,
27,天津理工大学中环信息学院,#N/A,天津,理工,理工大,理工大学,中环,信息,
28,北京科技大学天津学院,#N/A,北京,科技,北京科技大学,天津,,,
29,天津大学仁爱学院,#N/A,天津,天津大学,仁爱,,,,
30,天津财经大学珠江学院,#N/A,天津,财经,财经大学,珠江,,,
31,天津市职业大学,#N/A,天津,津市,天津市,职业,,,
32,天津滨海职业学院,#N/A,天津,滨海,职业,,,,
33,天津工程职业技术学院,#N/A,天津,工程,职业,技术,,,
34,天津青年职业学院,#N/A,天津,青年,职业,,,,
35,天津渤海职业技术学院,#N/A,天津,渤海,职业,技术,,,
36,天津电子信息职业技术学院,#N/A,天津,电子,信息,电子信息,职业,技术,
37,天津机电职业技术学院,#N/A,天津,机电,职业,技术,,,
38,天津现代职业技术学院,#N/A,天津,职业,技术,,,,
39,天津公安警官职业学院,#N/A,天津,公安,警官,职业,,,
40,天津轻工职业技术学院,#N/A,天津,轻工,职业,技术,,,
41,天津商务职业学院,#N/A,天津,商务,职业,,,,
42,天津国土资源和房屋职业学院,#N/A,天津,国土,资源,国土资源,房屋,职业,
43,天津医学高等专科学校,#N/A,天津,医学,专科,专科学校,,,
44,天津开发区职业技术学院,#N/A,天津,开发,开发区,天津开发区,职业,技术,
45,天津艺术职业学院,#N/A,天津,艺术,职业,,,,
46,天津交通职业学院,#N/A,天津,交通,职业,,,,
47,天津冶金职业技术学院,#N/A,天津,冶金,职业,技术,,,
48,天津石油职业技术学院,#N/A,天津,石油,职业,技术,,,
49,天津城市职业学院,#N/A,天津,城市,职业,,,,
50,天津铁道职业技术学院,#N/A,天津,铁道,职业,技术,,,
51,天津工艺美术职业学院,#N/A,天津,工艺,美术,工艺美术,职业,,
52,"天津城市建设管理职业技术
学院",#N/A,天津,城市,建设,管理,职业,技术,
53,天津生物工程职业技术学院,#N/A,天津,生物,工程,生物工程,职业,技术,
54,天津海运职业学院,#N/A,天津,海运,职业,,,,
55,天津广播影视职业学院,#N/A,天津,广播,影视,职业,,,
56,天津体育职业学院,#N/A,天津,体育,职业,,,,
57,天津滨海汽车工程职业学院,#N/A,天津,滨海,汽车,工程,职业,,
1,河北大学,100,河北,北大,,,,,
2,河北工程大学,350,河北,工程,,,,,
3,河北地质大学,391,河北,地质,,,,,
4,河北工业大学,141,河北,工业,,,,,
5,华北理工大学,323,华北,理工,理工大,理工大学,,,
6,河北科技大学,256,河北,科技,,,,,
7,河北建筑工程学院,593,河北,建筑,工程,工程学院,,,
8,河北水利电力学院,727,河北,水利,电力,水利电力,,,
9,河北农业大学,182,河北,农业,,,,,
10,河北医科大学,279,河北,医科大,医科大学,,,,
11,河北北方学院,523,河北,北方,,,,,
12,承德医学院,483,承德,医学,医学院,,,,
13,河北师范大学,147,河北,北师,师范,,,,
14,保定学院,593,保定,,,,,,
15,河北民族师范学院,665,河北,民族,师范,师范学院,,,
16,唐山师范学院,613,唐山,师范,师范学院,,,,
17,廊坊师范学院,625,廊坊,师范,师范学院,,,,
18,衡水学院,651,衡水,,,,,,
19,石家庄学院,635,石家,家庄,石家庄,,,,
20,邯郸学院,635,邯郸,,,,,,
21,邢台学院,680,邢台,,,,,,
22,沧州师范学院,651,沧州,师范,师范学院,,,,
23,石家庄铁道大学,248,石家,家庄,石家庄,铁道,,,
24,燕山大学,80,燕山,山大,,,,,
25,河北科技师范学院,483,河北,科技,师范,师范学院,,,
26,唐山学院,635,唐山,,,,,,
27,华北科技学院,573,华北,科技,,,,,
28,中国人民武装警察部队学院,暂无,中国,人民,武装,警察,部队,中国人民武装警察部队,
29,河北体育学院,暂无,河北,体育,,,,,
30,河北金融学院,541,河北,金融,,,,,
31,北华航天工业学院,533,北华,航天,天工,工业,航天工业,,
32,防灾科技学院,593,防灾,科技,,,,,
33,河北经贸大学,304,河北,经贸,经贸大学,,,,
34,中央司法警官学院,暂无,中央,司法,警官,,,,
35,河北传媒学院,#N/A,河北,传媒,,,,,
36,河北工程技术学院,#N/A,河北,工程,技术,工程技术,,,
37,河北美术学院,#N/A,河北,美术,术学,美术学,美术学院,,
38,河北科技学院,#N/A,河北,科技,,,,,
39,河北外国语学院,#N/A,河北,外国语,,,,,
40,河北大学工商学院,#N/A,河北,北大,河北大学,工商,商学,商学院,工商学院
41,华北理工大学轻工学院,#N/A,华北,理工,理工大,理工大学,轻工,工学院,轻工学院
42,河北科技大学理工学院,#N/A,河北,科技,理工,工学院,理工学院,,
43,河北师范大学汇华学院,#N/A,河北,北师,师范,河北师范大学,汇华,,
44,河北经贸大学经济管理学院,#N/A,河北,经贸,经贸大学,经济,管理,,
45,河北医科大学临床学院,#N/A,河北,医科大,医科大学,临床,,,
46,华北电力大学科技学院,#N/A,华北,北电,电力,华北电,华北电力大学,科技,
47,河北工程大学科信学院,#N/A,河北,工程,学科,信,,,
48,河北工业大学城市学院,#N/A,河北,工业,城市,,,,
49,燕山大学里仁学院,#N/A,燕山,山大,燕山大学,里仁,,,
50,石家庄铁道大学四方学院,#N/A,石家,家庄,石家庄,铁道,四方,,
51,河北地质大学华信学院,#N/A,河北,地质,华信,,,,
52,河北农业大学现代科技学院,#N/A,河北,农业,河北农业大学,科技,现代科技,,
53,华北理工大学冀唐学院,#N/A,华北,理工,理工大,理工大学,冀唐,,
54,中国地质大学长城学院,#N/A,中国,地质,中国地质大学,长城,,,
55,燕京理工学院,#N/A,燕京,理工,工学院,理工学院,,,
56,北京中医药大学东方学院,#N/A,北京,中医,医药,中医药,北京中医药大学,东方,
57,北京交通大学海滨学院,#N/A,北京,交通,海滨,,,,
58,河北东方学院,#N/A,河北,东方,,,,,
59,河北中医学院,452,河北,中医,医学,中医学,医学院,中医学院,
60,张家口学院,686,张家,家口,张家口,,,,
61,河北环境工程学院,723,河北,环境,工程,工程学院,,,
62,河北工业职业技术学院,#N/A,河北,工业,职业,技术,,,
63,邯郸职业技术学院,#N/A,邯郸,职业,技术,,,,
64,石家庄职业技术学院,#N/A,石家,家庄,石家庄,职业,技术,,
65,张家口职业技术学院,#N/A,张家,家口,张家口,职业,技术,,
66,承德石油高等专科学校,#N/A,承德,石油,专科,专科学校,,,
67,邢台职业技术学院,#N/A,邢台,职业,技术,,,,
68,河北软件职业技术学院,#N/A,河北,软件,职业,技术,,,
69,河北石油职业技术学院,#N/A,河北,石油,职业,技术,,,
70,河北建材职业技术学院,#N/A,河北,建材,职业,技术,,,
71,河北政法职业学院,#N/A,河北,政法,职业,,,,
72,沧州职业技术学院,#N/A,沧州,职业,技术,,,,
73,河北能源职业技术学院,#N/A,河北,能源,职业,技术,,,
74,石家庄铁路职业技术学院,#N/A,石家,家庄,石家庄,铁路,职业,技术,
75,保定职业技术学院,#N/A,保定,职业,技术,,,,
76,秦皇岛职业技术学院,#N/A,秦皇,秦皇岛,职业,技术,,,
77,石家庄工程职业学院,#N/A,石家,家庄,石家庄,工程,职业,,
78,石家庄城市经济职业学院,#N/A,石家,家庄,石家庄,城市,经济,职业,
79,唐山职业技术学院,#N/A,唐山,职业,技术,,,,
80,衡水职业技术学院,#N/A,衡水,职业,技术,,,,
81,唐山工业职业技术学院,#N/A,唐山,工业,职业,技术,,,
82,邢台医学高等专科学校,#N/A,邢台,医学,专科,专科学校,,,
83,河北省艺术职业学院,#N/A,河北,河北省,艺术,职业,,,
84,河北旅游职业学院,#N/A,河北,旅游,职业,,,,
85,石家庄财经职业学院,#N/A,石家,家庄,石家庄,财经,职业,,
86,河北交通职业技术学院,#N/A,河北,交通,职业,技术,,,
87,河北化工医药职业技术学院,#N/A,河北,化工,医药,职业,技术,,
88,石家庄信息工程职业学院,#N/A,石家,家庄,石家庄,信息,工程,信息工程,职业
89,河北对外经贸职业学院,#N/A,河北,对外,外经,经贸,外经贸,对外经贸,职业
90,保定电力职业技术学院,#N/A,保定,电力,职业,技术,,,
91,河北机电职业技术学院,#N/A,河北,机电,职业,技术,,,
92,渤海石油职业学院,#N/A,渤海,石油,职业,,,,
93,廊坊职业技术学院,#N/A,廊坊,职业,技术,,,,
94,唐山科技职业技术学院,#N/A,唐山,科技,职业,技术,,,
95,石家庄邮电职业技术学院,#N/A,石家,家庄,石家庄,邮电,职业,技术,
96,河北公安警察职业学院,#N/A,河北,公安,警察,职业,,,
97,石家庄工商职业学院,#N/A,石家,家庄,石家庄,工商,商职,职业,工商职业
98,石家庄理工职业学院,#N/A,石家,家庄,石家庄,理工,职业,,
99,石家庄科技信息职业学院,#N/A,石家,家庄,石家庄,科技,信息,职业,
100,河北司法警官职业学院,#N/A,河北,司法,警官,职业,,,
101,沧州医学高等专科学校,#N/A,沧州,医学,专科,专科学校,,,
102,河北女子职业技术学院,#N/A,河北,女子,职业,技术,,,
103,石家庄医学高等专科学校,#N/A,石家,家庄,石家庄,医学,专科,专科学校,
104,石家庄经济职业学院,#N/A,石家,家庄,石家庄,经济,职业,,
105,冀中职业学院,#N/A,冀中,职业,,,,,
106,石家庄人民医学高等专科学校,#N/A,石家庄,人民,医学,专科学校,,,
107,石家庄科技工程职业学院,#N/A,石家,家庄,石家庄,科技,工程,职业,
108,河北劳动关系职业学院,#N/A,河北,劳动,关系,职业,,,
109,石家庄科技职业学院,#N/A,石家,家庄,石家庄,科技,职业,,
110,泊头职业学院,#N/A,泊头,职业,,,,,
111,宣化科技职业学院,#N/A,宣化,科技,职业,,,,
112,廊坊燕京职业技术学院,#N/A,廊坊,燕京,职业,技术,,,
113,承德护理职业学院,#N/A,承德,护理,职业,护理职业,,,
114,石家庄幼儿师范高等专科学校,#N/A,石家庄,幼儿,师范,专科学校,,,
115,廊坊卫生职业学院,#N/A,廊坊,卫生,职业,,,,
116,河北轨道运输职业技术学院,#N/A,河北,轨道,运输,职业,技术,,
117,保定幼儿师范高等专科学校,#N/A,保定,幼儿,师范,专科,专科学校,,
118,河北工艺美术职业学院,#N/A,河北,工艺,美术,工艺美术,职业,,
119,渤海理工职业学院,#N/A,渤海,理工,职业,,,,
120,唐山幼儿师范高等专科学校,#N/A,唐山,幼儿,师范,专科,专科学校,,
121,曹妃甸职业技术学院,#N/A,曹妃甸,职业,技术,,,,
1,山西大学,97,山西,,,,,,
2,太原科技大学,335,太原,科技,,,,,
3,中北大学,210,中北,北大,,,,,
4,太原理工大学,100,太原,理工,理工大,理工大学,,,
5,山西农业大学,307,山西,农业,农业大学,,,,
6,山西医科大学,254,山西,医科大,医科大学,,,,
7,长治医学院,567,长治,医学,医学院,,,,
8,山西师范大学,283,山西,师范,师范大学,,,,
9,太原师范学院,523,太原,师范,师范学院,,,,
10,山西大同大学,513,山西,大同,山西大同,,,,
11,晋中学院,604,晋中,,,,,,
12,长治学院,651,长治,,,,,,
13,运城学院,584,运城,,,,,,
14,忻州师范学院,533,忻州,师范,师范学院,,,,
15,山西财经大学,246,山西,财经,,,,,
16,山西中医药大学,492,山西,中医,医药,中医药,中医药大学,,
17,吕梁学院,669,吕梁,,,,,,
18,太原学院,635,太原,,,,,,
19,山西警察学院,暂无,山西,警察,,,,,
20,山西应用科技学院,#N/A,山西,科技,,,,,
21,山西大学商务学院,#N/A,山西,山西大学,商务,,,,
22,太原理工大学现代科技学院,#N/A,太原,理工,理工大,理工大学,科技,现代科技,
23,山西农业大学信息学院,#N/A,山西,农业,农业大学,信息,,,
24,山西师范大学现代文理学院,#N/A,山西,师范,师范大学,文理,理学,理学院,文理学院
25,中北大学信息商务学院,#N/A,中北,北大,中北大学,信息,商务,,
26,太原科技大学华科学院,#N/A,太原,科技,华,科学院,,,
27,山西医科大学晋祠学院,#N/A,山西,医科大,医科大学,晋祠,,,
28,山西财经大学华商学院,#N/A,山西,财经,山西财经大学,华商,,,
29,山西工商学院,#N/A,山西,工商,商学,商学院,工商学院,,
30,太原工业学院,593,太原,工业,,,,,
31,山西传媒学院,暂无,山西,传媒,,,,,
32,山西工程技术学院,716,山西,工程,技术,工程技术,,,
33,山西能源学院,730,山西,能源,,,,,
34,山西省财政税务专科学校,#N/A,山西,山西省,财政,税务,专科,专科学校,
35,长治职业技术学院,#N/A,长治,职业,技术,,,,
36,山西艺术职业学院,#N/A,山西,艺术,职业,,,,
37,晋城职业技术学院,#N/A,晋城,职业,技术,,,,
38,山西建筑职业技术学院,#N/A,山西,建筑,职业,技术,,,
39,山西药科职业学院,#N/A,山西,药科,职业,,,,
40,山西工程职业技术学院,#N/A,山西,工程,职业,技术,,,
41,山西交通职业技术学院,#N/A,山西,交通,职业,技术,,,
42,大同煤炭职业技术学院,#N/A,大同,煤炭,职业,技术,,,
43,山西机电职业技术学院,#N/A,山西,机电,职业,技术,,,
44,山西戏剧职业学院,#N/A,山西,戏剧,职业,,,,
45,山西财贸职业技术学院,#N/A,山西,财贸,职业,技术,,,
46,山西林业职业技术学院,#N/A,山西,林业,职业,技术,,,
47,山西水利职业技术学院,#N/A,山西,水利,职业,技术,,,
48,阳泉职业技术学院,#N/A,阳泉,职业,技术,,,,
49,临汾职业技术学院,#N/A,临汾,职业,技术,,,,
50,山西职业技术学院,#N/A,山西,职业,技术,,,,
51,山西煤炭职业技术学院,#N/A,山西,煤炭,职业,技术,,,
52,山西金融职业学院,#N/A,山西,金融,职业,,,,
53,太原城市职业技术学院,#N/A,太原,城市,职业,技术,,,
54,山西信息职业技术学院,#N/A,山西,信息,职业,技术,,,
55,山西体育职业学院,#N/A,山西,体育,职业,,,,
56,山西警官职业学院,#N/A,山西,警官,职业,,,,
57,山西国际商务职业学院,#N/A,山西,国际,商务,职业,,,
58,潞安职业技术学院,#N/A,潞安,职业,技术,,,,
59,太原旅游职业学院,#N/A,太原,旅游,职业,,,,
60,山西旅游职业学院,#N/A,山西,旅游,山西旅游,职业,,,
61,山西管理职业学院,#N/A,山西,管理,职业,,,,
62,山西电力职业技术学院,#N/A,山西,电力,职业,技术,,,
63,忻州职业技术学院,#N/A,忻州,职业,技术,,,,
64,山西同文职业技术学院,#N/A,山西,同文,职业,技术,,,
65,晋中职业技术学院,#N/A,晋中,职业,技术,,,,
66,山西华澳商贸职业学院,#N/A,山西,华澳,商贸,职业,,,
67,山西运城农业职业技术学院,#N/A,山西,运城,农业,职业,技术,,
68,运城幼儿师范高等专科学校,#N/A,运城,幼儿,师范,专科,专科学校,,
69,山西老区职业技术学院,#N/A,山西,老区,职业,技术,,,
70,山西经贸职业学院,#N/A,山西,经贸,职业,,,,
71,朔州职业技术学院,#N/A,朔州,职业,技术,,,,
72,运城职业技术学院,#N/A,运城,职业,技术,,,,
73,山西轻工职业技术学院,#N/A,山西,轻工,职业,技术,,,
74,晋中师范高等专科学校,#N/A,晋中,师范,专科,专科学校,,,
75,阳泉师范高等专科学校,#N/A,阳泉,师范,专科,专科学校,,,
76,山西青年职业学院,#N/A,山西,青年,职业,,,,
77,运城护理职业学院,#N/A,运城,护理,职业,护理职业,,,
78,运城师范高等专科学校,#N/A,运城,师范,专科,专科学校,,,
79,朔州师范高等专科学校,#N/A,朔州,师范,专科,专科学校,,,
80,吕梁职业技术学院,#N/A,吕梁,职业,技术,,,,
1,内蒙古大学,112,内蒙古,,,,,,
2,内蒙古科技大学,301,内蒙古,科技,,,,,
3,内蒙古工业大学,304,内蒙古,工业,,,,,
4,内蒙古农业大学,239,内蒙古,农业,农业大学,,,,
5,内蒙古医科大学,427,内蒙古,医科大,医科大学,,,,
6,内蒙古师范大学,259,内蒙古,师范,师范大学,,,,
7,内蒙古民族大学,385,内蒙古,民族,,,,,
8,赤峰学院,584,赤峰,,,,,,
9,内蒙古财经大学,416,内蒙古,财经,财经大学,,,,
10,呼伦贝尔学院,625,贝尔,呼伦贝尔,,,,,
11,集宁师范学院,593,集宁,师范,师范学院,,,,
12,河套学院,703,河套,,,,,,
13,呼和浩特民族学院,708,浩特,呼和浩特,民族,,,,
14,内蒙古大学创业学院,#N/A,内蒙古,内蒙古大学,创业,,,,
15,内蒙古师范大学鸿德学院,#N/A,内蒙古,师范,师范大学,鸿德,,,
16,内蒙古艺术学院,暂无,内蒙古,艺术,,,,,
17,鄂尔多斯应用技术学院,727,尔多,多斯,鄂尔多,鄂尔多斯,技术,,
18,内蒙古建筑职业技术学院,#N/A,内蒙古,建筑,职业,技术,,,
19,内蒙古丰州职业学院,#N/A,内蒙古,丰州,职业,,,,
20,包头职业技术学院,#N/A,包头,职业,技术,,,,
21,兴安职业技术学院,#N/A,兴安,职业,技术,,,,
22,呼和浩特职业学院,#N/A,浩特,呼和浩特,职业,,,,
23,包头轻工职业技术学院,#N/A,包头,轻工,职业,技术,,,
24,内蒙古电子信息职业技术学院,#N/A,内蒙古,电子信息,职业,技术,,,
25,内蒙古机电职业技术学院,#N/A,内蒙古,机电,职业,技术,,,
26,内蒙古化工职业学院,#N/A,内蒙古,化工,职业,,,,
27,内蒙古商贸职业学院,#N/A,内蒙古,商贸,职业,,,,
