序号,学校名称,排名,校名,校名,校名,校名,校名,校名,校名
107,四川西南航空职业学院,#N/A,四川,西南,南航,航空,西南航空,职业,
108,成都工贸职业技术学院,#N/A,成都,工贸,职业,技术,,,
109,四川应用技术职业学院,#N/A,四川,技术,职业,,,,
1,贵州大学,108,贵州,,,,,,
2,贵州医科大学,348,贵州,医科大,医科大学,,,,
3,遵义医学院,367,遵义,医学,医学院,,,,
4,贵阳中医学院,380,贵阳,中医,医学,中医学,医学院,中医学院,
5,贵州师范大学,220,贵州,师范,师范大学,,,,
6,遵义师范学院,508,遵义,师范,师范学院,,,,
7,铜仁学院,651,铜仁,,,,,,
8,兴义民族师范学院,665,兴义,民族,师范,师范学院,,,
9,安顺学院,625,安顺,,,,,,
10,贵州工程应用技术学院,700,贵州,工程,技术,,,,
11,凯里学院,625,凯里,,,,,,
12,黔南民族师范学院,625,黔南,民族,师范,师范学院,,,
13,贵州财经大学,364,贵州,财经,财经大学,,,,
14,贵州民族大学,350,贵州,民族,,,,,
15,贵阳学院,604,贵阳,,,,,,
16,六盘水师范学院,691,六盘,六盘水,师范,师范学院,,,
17,贵州商学院,708,贵州,商学,商学院,,,,
18,贵州警察学院,暂无,贵州,警察,,,,,
19,贵阳中医学院时珍学院,#N/A,贵阳,中医,医学,中医学,医学院,中医学院,时珍
20,贵州财经大学商务学院,#N/A,贵州,财经,财经大学,商务,,,
21,贵州大学科技学院,#N/A,贵州,贵州大学,科技,,,,
22,贵州大学明德学院,#N/A,贵州,贵州大学,明德,,,,
23,贵州民族大学人文科技学院,#N/A,贵州,民族,学人,人文,大学人文,科技,
24,贵州师范大学求是学院,#N/A,贵州,师范,师范大学,求是,,,
25,遵义医学院医学与科技学院,#N/A,遵义,医学,医学院,医学,科技,,
26,"贵州医科大学神奇民族医药
学院",#N/A,贵州,医科大,医科大学,神奇,民族,医药,
27,贵州师范学院,523,贵州,师范,师范学院,,,,
28,贵州理工学院,604,贵州,理工,工学院,理工学院,,,
29,茅台学院,#N/A,茅台,,,,,,
30,黔南民族医学高等专科学校,#N/A,黔南,民族,医学,专科,专科学校,,
31,贵州交通职业技术学院,#N/A,贵州,交通,职业,技术,,,
32,贵州航天职业技术学院,#N/A,贵州,航天,职业,技术,,,
33,贵州电子信息职业技术学院,#N/A,贵州,电子,信息,电子信息,职业,技术,
34,安顺职业技术学院,#N/A,安顺,职业,技术,,,,
35,黔东南民族职业技术学院,#N/A,东南,黔东南,民族,职业,技术,,
36,黔南民族职业技术学院,#N/A,黔南,民族,职业,技术,,,
37,遵义职业技术学院,#N/A,遵义,职业,技术,,,,
38,贵州城市职业学院,#N/A,贵州,城市,职业,,,,
39,贵州工业职业技术学院,#N/A,贵州,工业,职业,技术,,,
40,贵州电力职业技术学院,#N/A,贵州,电力,职业,技术,,,
41,六盘水职业技术学院,#N/A,六盘,六盘水,职业,技术,,,
42,铜仁职业技术学院,#N/A,铜仁,职业,技术,,,,
43,黔西南民族职业技术学院,#N/A,黔西,西南,黔西南,民族,职业,技术,
44,贵州轻工职业技术学院,#N/A,贵州,轻工,职业,技术,,,
45,遵义医药高等专科学校,#N/A,遵义,医药,专科,专科学校,,,
46,贵阳护理职业学院,#N/A,贵阳,护理,职业,护理职业,,,
47,贵阳职业技术学院,#N/A,贵阳,职业,技术,,,,
48,毕节职业技术学院,#N/A,毕节,职业,技术,,,,
49,贵州职业技术学院,#N/A,贵州,职业,技术,,,,
50,贵州盛华职业学院,#N/A,贵州,盛华,职业,,,,
51,贵州工商职业学院,#N/A,贵州,工商,商职,职业,工商职业,,
52,贵阳幼儿师范高等专科学校,#N/A,贵阳,幼儿,师范,专科,专科学校,,
53,铜仁幼儿师范高等专科学校,#N/A,铜仁,幼儿,师范,专科,专科学校,,
54,"黔南民族幼儿师范高等专科
学校",#N/A,黔南,民族,幼儿,师范,专科,高等专科,
55,毕节医学高等专科学校,#N/A,毕节,医学,专科,专科学校,,,
56,贵州建设职业技术学院,#N/A,贵州,建设,职业,技术,,,
57,毕节幼儿师范高等专科学校,#N/A,毕节,幼儿,师范,专科,专科学校,,
58,贵州农业职业学院,#N/A,贵州,农业,职业,,,,
59,贵州工程职业学院,#N/A,贵州,工程,职业,,,,
60,贵州工贸职业学院,#N/A,贵州,工贸,职业,,,,
61,贵州水利水电职业技术学院,#N/A,贵州,水利,利水,水电,水利水电,职业,技术
62,贵州电子商务职业技术学院,#N/A,贵州,电子,商务,电子商务,职业,技术,
63,贵州应用技术职业学院,#N/A,贵州,技术,职业,,,,
64,贵州电子科技职业学院,#N/A,贵州,电子,科技,电子科技,职业,,
65,贵州装备制造职业学院,#N/A,贵州,装备,制造,职业,,,
66,贵州健康职业学院,#N/A,贵州,健康,职业,,,,
67,贵州食品工程职业学院,#N/A,贵州,食品,工程,职业,,,
68,贵州经贸职业技术学院,#N/A,贵州,经贸,职业,技术,,,
69,贵州护理职业技术学院,#N/A,贵州,护理,职业,护理职业,技术,,
70,贵州航空职业技术学院,#N/A,贵州,航空,职业,技术,,,
1,云南大学,70,云南,南大,,,,,
2,昆明理工大学,67,昆明,理工,理工大,理工大学,,,
3,云南农业大学,204,云南,农业,农业大学,,,,
4,西南林业大学,333,西南,林业,林业大学,,,,
5,昆明医科大学,310,昆明,医科大,医科大学,,,,
6,大理大学,424,大理,,,,,,
7,云南中医学院,465,云南,中医,医学,中医学,医学院,中医学院,
8,云南师范大学,163,云南,师范,师范大学,,,,
9,昭通学院,723,昭通,,,,,,
10,曲靖师范学院,483,曲靖,师范,师范学院,,,,
11,普洱学院,693,普洱,,,,,,
12,保山学院,691,保山,,,,,,
13,红河学院,584,红河,,,,,,
14,云南财经大学,266,云南,财经,财经大学,,,,
15,云南艺术学院,暂无,云南,艺术,,,,,
16,云南民族大学,169,云南,民族,,,,,
17,玉溪师范学院,519,玉溪,师范,师范学院,,,,
18,楚雄师范学院,498,楚雄,师范,师范学院,,,,
19,云南警官学院,暂无,云南,警官,,,,,
20,昆明学院,483,昆明,,,,,,
21,文山学院,680,文山,,,,,,
22,云南经济管理学院,#N/A,云南,经济,管理,,,,
23,云南大学滇池学院,#N/A,云南,南大,云南大学,滇池,,,
24,云南大学旅游文化学院,#N/A,云南,南大,云南大学,旅游,文化,,
25,昆明理工大学津桥学院,#N/A,昆明,理工,理工大,理工大学,津桥,,
26,云南师范大学商学院,#N/A,云南,师范,师范大学,商学,商学院,,
27,云南师范大学文理学院,#N/A,云南,师范,师范大学,文理,理学,理学院,文理学院
28,昆明医科大学海源学院,#N/A,昆明,医科大,医科大学,海源,,,
29,云南艺术学院文华学院,#N/A,云南,艺术,文华,,,,
30,云南工商学院,#N/A,云南,工商,商学,商学院,工商学院,,
31,滇西科技师范学院,713,滇西,科技,师范,师范学院,,,
32,滇西应用技术大学,697,滇西,技术,,,,,
33,昆明冶金高等专科学校,#N/A,昆明,冶金,专科,专科学校,,,
34,云南国土资源职业学院,#N/A,云南,国土,资源,国土资源,职业,,
35,云南交通职业技术学院,#N/A,云南,交通,职业,技术,,,
36,昆明工业职业技术学院,#N/A,昆明,工业,职业,技术,,,
37,云南农业职业技术学院,#N/A,云南,农业,职业,技术,,,
38,云南司法警官职业学院,#N/A,云南,司法,警官,职业,,,
39,云南文化艺术职业学院,#N/A,云南,文化,艺术,职业,,,
40,云南体育运动职业技术学院,#N/A,云南,体育,运动,体育运动,职业,技术,
41,云南科技信息职业学院,#N/A,云南,科技,信息,职业,,,
42,西双版纳职业技术学院,#N/A,版纳,西双版纳,职业,技术,,,
43,昆明艺术职业学院,#N/A,昆明,艺术,职业,,,,
44,玉溪农业职业技术学院,#N/A,玉溪,农业,职业,技术,,,
45,云南能源职业技术学院,#N/A,云南,能源,职业,技术,,,
46,云南国防工业职业技术学院,#N/A,云南,国防,工业,国防工业,职业,技术,
47,云南机电职业技术学院,#N/A,云南,机电,职业,技术,,,
48,云南林业职业技术学院,#N/A,云南,林业,职业,技术,,,
49,云南城市建设职业学院,#N/A,云南,城市,建设,职业,,,
50,云南工程职业学院,#N/A,云南,工程,职业,,,,
51,曲靖医学高等专科学校,#N/A,曲靖,医学,专科,专科学校,,,
52,楚雄医药高等专科学校,#N/A,楚雄,医药,专科,专科学校,,,
53,保山中医药高等专科学校,#N/A,保山,中医,医药,中医药,专科,专科学校,
54,丽江师范高等专科学校,#N/A,丽江,师范,专科,专科学校,,,
55,德宏师范高等专科学校,#N/A,德宏,师范,专科,专科学校,,,
56,云南新兴职业学院,#N/A,云南,新兴,职业,,,,
57,云南锡业职业技术学院,#N/A,云南,锡业,职业,技术,,,
58,云南经贸外事职业学院,#N/A,云南,经贸,外事,职业,,,
59,云南三鑫职业技术学院,#N/A,云南,三鑫,职业,技术,,,
60,德宏职业学院,#N/A,德宏,职业,,,,,
61,云南商务职业学院,#N/A,云南,商务,职业,,,,
62,昆明卫生职业学院,#N/A,昆明,卫生,职业,,,,
63,云南现代职业技术学院,#N/A,云南,职业,技术,,,,
64,云南旅游职业学院,#N/A,云南,旅游,云南旅游,职业,,,
65,红河卫生职业学院,#N/A,红河,卫生,职业,,,,
66,云南外事外语职业学院,#N/A,云南,外事,外语,职业,,,
67,大理农林职业技术学院,#N/A,大理,农林,职业,技术,,,
68,公安消防部队高等专科学校,#N/A,公安,消防,公安消防,部队,专科,专科学校,
69,云南财经职业学院,#N/A,云南,财经,职业,,,,
70,昆明铁道职业技术学院,#N/A,昆明,铁道,职业,技术,,,
71,昭通卫生职业学院,#N/A,昭通,卫生,职业,,,,
72,大理护理职业学院,#N/A,大理,护理,职业,护理职业,,,
73,云南水利水电职业学院,#N/A,云南,水利,利水,水电,水利水电,职业,
74,云南轻纺职业学院,#N/A,云南,轻纺,职业,,,,
75,云南特殊教育职业学院,#N/A,云南,教育,特殊教育,职业,,,
76,云南工贸职业技术学院,#N/A,云南,工贸,职业,技术,,,
77,云南交通运输职业学院,#N/A,云南,交通,通运,运输,交通运输,职业,
1,西藏大学,252,西藏,,,,,,
2,西藏民族大学,382,西藏,民族,,,,,
3,西藏藏医学院,658,西藏,藏,医学,医学院,,,
4,西藏农牧学院,699,西藏,农牧,,,,,
5,西藏警官高等专科学校,#N/A,西藏,警官,专科,专科学校,,,
6,拉萨师范高等专科学校,#N/A,拉萨,师范,专科,专科学校,,,
7,西藏职业技术学院,#N/A,西藏,职业,技术,,,,
1,西北大学,45,西北,北大,,,,,
2,西安交通大学,18,西安,交通,,,,,
3,西北工业大学,27,西北,工业,,,,,
4,西安理工大学,154,西安,理工,理工大,理工大学,,,
5,西安电子科技大学,51,西安,电子,科技,,,,
6,西安工业大学,342,西安,工业,,,,,
7,西安建筑科技大学,163,西安,建筑,科技,,,,
8,西安科技大学,263,西安,科技,,,,,
9,西安石油大学,318,西安,石油,西安石油,,,,
10,陕西科技大学,282,陕西,科技,,,,,
11,西安工程大学,344,西安,工程,,,,,
12,长安大学,91,长安,,,,,,
13,西北农林科技大学,56,西北,农林,科技,,,,
14,陕西中医药大学,391,陕西,中医,医药,中医药,中医药大学,,
15,陕西师范大学,65,陕西,师范,师范大学,,,,
16,延安大学,367,延安,,,,,,
17,陕西理工大学,498,陕西,理工,理工大,理工大学,,,
18,宝鸡文理学院,541,宝鸡,文理,理学,理学院,文理学院,,
19,咸阳师范学院,651,咸阳,师范,师范学院,,,,
20,渭南师范学院,658,渭南,师范,师范学院,,,,
21,西安外国语大学,暂无,西安,外国语,,,,,
22,西北政法大学,316,西北,政法,政法大,政法大学,,,
23,西安体育学院,暂无,西安,体育,,,,,
24,西安音乐学院,暂无,西安,音乐,音乐学,音乐学院,,,
25,西安美术学院,暂无,西安,美术,术学,美术学,,,
26,西安文理学院,548,西安,文理,理学,理学院,文理学院,,
27,榆林学院,635,榆林,,,,,,
28,商洛学院,680,商洛,,,,,,
29,安康学院,658,安康,,,,,,
30,西安培华学院,#N/A,西安,培华,,,,,
31,西安财经学院,452,西安,财经,经学,财经学院,,,
32,西安邮电大学,374,西安,邮电,电大,邮电大学,,,
33,西安航空学院,577,西安,航空,航空学,航空学院,,,
34,西安医学院,573,西安,医学,医学院,,,,
35,西安欧亚学院,#N/A,西安,欧亚,,,,,
36,西安外事学院,#N/A,西安,外事,外事学院,,,,
37,西安翻译学院,#N/A,西安,翻译,,,,,
38,西京学院,#N/A,西京,,,,,,
39,西安思源学院,#N/A,西安,思源,,,,,
40,陕西国际商贸学院,#N/A,陕西,国际,商贸,国际商贸,,,
41,陕西服装工程学院,#N/A,陕西,服装,工程,工程学院,,,
42,西安交通工程学院,#N/A,西安,交通,西安交通,工程,工程学院,,
43,西安交通大学城市学院,#N/A,西安,交通,西安交通大学,城市,,,
44,西北大学现代学院,#N/A,西北,北大,西北大学,,,,
45,西安建筑科技大学华清学院,#N/A,西安,建筑,科技,华清,,,
46,西安财经学院行知学院,#N/A,西安,财经,经学,财经学院,行,知,
47,陕西科技大学镐京学院,#N/A,陕西,科技,镐京,,,,
48,"西安工业大学北方信息工程
学院",#N/A,西安,工业,北方,信息,工程,信息工程,
49,延安大学西安创新学院,#N/A,延安,延安大学,西安,创新,,,
50,西安电子科技大学长安学院,#N/A,西安,电子,科技,西安电子科技大学,长安,,
51,西北工业大学明德学院,#N/A,西北,工业,西北工业大学,明德,,,
52,长安大学兴华学院,#N/A,长安,兴华,,,,,
53,西安理工大学高科学院,#N/A,西安,理工,理工大,理工大学,高,科学院,
54,西安科技大学高新学院,#N/A,西安,科技,高新,,,,
55,陕西学前师范学院,689,陕西,学前,师范,师范学院,,,
56,陕西工业职业技术学院,#N/A,陕西,工业,职业,技术,,,
57,杨凌职业技术学院,#N/A,杨凌,职业,技术,,,,
58,西安电力高等专科学校,#N/A,西安,电力,专科,专科学校,,,
59,陕西能源职业技术学院,#N/A,陕西,能源,职业,技术,,,
60,陕西国防工业职业技术学院,#N/A,陕西,国防,工业,国防工业,职业,技术,
61,西安航空职业技术学院,#N/A,西安,航空,职业,技术,,,
62,陕西财经职业技术学院,#N/A,陕西,财经,职业,技术,,,
63,陕西交通职业技术学院,#N/A,陕西,交通,职业,技术,,,
64,陕西职业技术学院,#N/A,陕西,职业,技术,,,,
65,西安高新科技职业学院,#N/A,西安,高新,新科,科技,高新科技,职业,
66,西安城市建设职业学院,#N/A,西安,城市,建设,职业,,,
67,陕西铁路工程职业技术学院,#N/A,陕西,铁路,工程,职业,技术,,
68,宝鸡职业技术学院,#N/A,宝鸡,职业,技术,,,,
69,陕西航空职业技术学院,#N/A,陕西,航空,职业,技术,,,
70,陕西电子信息职业技术学院,#N/A,陕西,电子,信息,电子信息,职业,技术,
71,陕西邮电职业技术学院,#N/A,陕西,邮电,职业,技术,,,
72,西安海棠职业学院,#N/A,西安,海棠,职业,,,,
73,西安汽车科技职业学院,#N/A,西安,汽车,科技,职业,,,
74,西安东方亚太职业技术学院,#N/A,西安,东方,亚太,职业,技术,,
75,陕西警官职业学院,#N/A,陕西,警官,职业,,,,
76,陕西经济管理职业技术学院,#N/A,陕西,经济,管理,职业,技术,,
77,西安铁路职业技术学院,#N/A,西安,铁路,职业,技术,,,
78,咸阳职业技术学院,#N/A,咸阳,职业,技术,,,,
79,西安职业技术学院,#N/A,西安,职业,技术,,,,
80,商洛职业技术学院,#N/A,商洛,职业,技术,,,,
81,汉中职业技术学院,#N/A,汉中,职业,技术,,,,
82,延安职业技术学院,#N/A,延安,职业,技术,,,,
83,渭南职业技术学院,#N/A,渭南,职业,技术,,,,
84,安康职业技术学院,#N/A,安康,职业,技术,,,,
85,铜川职业技术学院,#N/A,铜川,职业,技术,,,,
86,陕西青年职业学院,#N/A,陕西,青年,职业,,,,
87,陕西工商职业学院,#N/A,陕西,工商,商职,职业,工商职业,,
88,陕西电子科技职业学院,#N/A,陕西,电子,科技,电子科技,职业,,
89,陕西旅游烹饪职业学院,#N/A,陕西,旅游,烹饪,职业,,,
90,西安医学高等专科学校,#N/A,西安,医学,专科,专科学校,,,
91,榆林职业技术学院,#N/A,榆林,职业,技术,,,,
92,陕西艺术职业学院,#N/A,陕西,艺术,职业,,,,
93,陕西机电职业技术学院,#N/A,陕西,机电,职业,技术,,,
1,兰州大学,35,兰州,,,,,,
2,兰州理工大学,207,兰州,理工,理工大,理工大学,,,
3,兰州交通大学,185,兰州,交通,,,,,
4,甘肃农业大学,290,甘肃,农业,,,,,
5,甘肃中医药大学,463,甘肃,中医,医药,中医药,中医药大学,,
6,西北师范大学,129,西北,北师,师范,,,,
7,兰州城市学院,533,兰州,城市,,,,,
8,陇东学院,604,陇东,,,,,,
9,天水师范学院,519,天水,师范,师范学院,,,,
10,河西学院,541,河西,,,,,,
11,兰州财经大学,440,兰州,财经,财经大学,,,,
12,西北民族大学,301,西北,民族,,,,,
13,甘肃政法学院,483,甘肃,政法,法学,法学院,政法学院,,
14,甘肃民族师范学院,584,甘肃,民族,师范,师范学院,,,
15,兰州文理学院,625,兰州,文理,理学,理学院,文理学院,,
16,甘肃医学院,727,甘肃,医学,医学院,,,,
17,兰州工业学院,613,兰州,工业,,,,,
18,西北师范大学知行学院,#N/A,西北,北师,师范,西北师范大学,知,行,
19,兰州财经大学陇桥学院,#N/A,兰州,财经,财经大学,陇桥,,,
20,兰州财经大学长青学院,#N/A,兰州,财经,财经大学,长青,,,
21,兰州交通大学博文学院,#N/A,兰州,交通,博文,,,,
22,兰州理工大学技术工程学院,#N/A,兰州,理工大,理工大学,工程学院,,,
23,兰州石化职业技术学院,#N/A,兰州,石化,职业,技术,,,
24,陇南师范高等专科学校,#N/A,陇南,师范,专科,专科学校,,,
25,定西师范高等专科学校,#N/A,定西,师范,专科,专科学校,,,
26,甘肃建筑职业技术学院,#N/A,甘肃,建筑,职业,技术,,,
27,酒泉职业技术学院,#N/A,酒泉,职业,技术,,,,
28,兰州外语职业学院,#N/A,兰州,外语,职业,,,,
29,兰州职业技术学院,#N/A,兰州,职业,技术,,,,
30,甘肃警察职业学院,#N/A,甘肃,警察,职业,,,,
31,甘肃林业职业技术学院,#N/A,甘肃,林业,职业,技术,,,
32,甘肃工业职业技术学院,#N/A,甘肃,工业,职业,技术,,,
33,武威职业学院,#N/A,武威,职业,,,,,
34,甘肃交通职业技术学院,#N/A,甘肃,交通,职业,技术,,,
35,兰州资源环境职业技术学院,#N/A,兰州,资源,环境,职业,技术,,
36,甘肃农业职业技术学院,#N/A,甘肃,农业,职业,技术,,,
37,甘肃畜牧工程职业技术学院,#N/A,甘肃,畜牧,工程,职业,技术,,
38,甘肃钢铁职业技术学院,#N/A,甘肃,钢铁,职业,技术,,,
39,甘肃机电职业技术学院,#N/A,甘肃,机电,职业,技术,,,
40,甘肃有色冶金职业技术学院,#N/A,甘肃,有色,冶金,职业,技术,,
41,白银矿冶职业技术学院,#N/A,白银,矿冶,职业,技术,,,
42,甘肃卫生职业学院,#N/A,甘肃,卫生,职业,,,,
43,兰州科技职业学院,#N/A,兰州,科技,职业,,,,
44,庆阳职业技术学院,#N/A,庆阳,职业,技术,,,,
45,临夏现代职业学院,#N/A,临夏,职业,,,,,
46,甘肃能源化工职业学院,#N/A,甘肃,能源,化工,职业,,,
47,兰州现代职业学院,#N/A,兰州,职业,,,,,
48,平凉职业技术学院,#N/A,平凉,职业,技术,,,,
49,甘肃财贸职业学院,#N/A,甘肃,财贸,职业,,,,
1,青海大学,246,青海,海大,,,,,
2,青海师范大学,344,青海,师范,师范大学,,,,
3,青海民族大学,344,青海,民族,,,,,
4,青海大学昆仑学院,#N/A,青海,海大,青海大学,昆仑,,,
5,青海卫生职业技术学院,#N/A,青海,卫生,职业,技术,,,
6,青海警官职业学院,#N/A,青海,警官,职业,,,,
7,青海畜牧兽医职业技术学院,#N/A,青海,畜牧,兽医,职业,技术,,
8,青海交通职业技术学院,#N/A,青海,交通,职业,技术,,,
9,青海建筑职业技术学院,#N/A,青海,建筑,职业,技术,,,
10,西宁城市职业技术学院,#N/A,西宁,城市,职业,技术,,,
11,青海高等职业技术学院,#N/A,青海,职业,高等职业,技术,,,
12,青海柴达木职业技术学院,#N/A,青海,柴达木,职业,技术,,,
1,宁夏大学,192,宁夏,,,,,,
2,宁夏医科大学,288,宁夏,医科大,医科大学,,,,
3,宁夏师范学院,427,宁夏,师范,师范学院,,,,
4,北方民族大学,372,北方,民族,,,,,
5,宁夏理工学院,#N/A,宁夏,理工,工学院,理工学院,,,
6,宁夏大学新华学院,#N/A,宁夏,宁夏大学,新华,,,,
7,银川能源学院,#N/A,银川,能源,,,,,
8,中国矿业大学银川学院,#N/A,中国,矿业,中国矿业大学,银川,,,
9,宁夏民族职业技术学院,#N/A,宁夏,民族,职业,技术,,,
10,宁夏工业职业学院,#N/A,宁夏,工业,职业,,,,
11,宁夏职业技术学院,#N/A,宁夏,职业,技术,,,,
12,宁夏工商职业技术学院,#N/A,宁夏,工商,商职,职业,工商职业,技术,
13,宁夏财经职业技术学院,#N/A,宁夏,财经,职业,技术,,,
14,宁夏警官职业学院,#N/A,宁夏,警官,职业,,,,
15,宁夏建设职业技术学院,#N/A,宁夏,建设,职业,技术,,,
16,宁夏葡萄酒与防沙治沙职业技术学院,#N/A,宁夏,葡萄,葡萄酒,防沙,治沙,职业,技术
17,宁夏幼儿师范高等专科学校,#N/A,宁夏,幼儿,师范,专科,专科学校,,
18,宁夏艺术职业学院,#N/A,宁夏,艺术,职业,,,,
19,宁夏体育职业学院,#N/A,宁夏,体育,职业,,,,
1,新疆大学,110,新疆,,,,,,
2,塔里木大学,385,塔里,塔里木,,,,,
3,新疆农业大学,263,新疆,农业,农业大学,,,,
4,石河子大学,174,石河,河子,石河子,,,,
5,新疆医科大学,259,新疆,医科大,,,,,
6,新疆师范大学,239,新疆,师范,,,,,
7,喀什大学,584,喀什,,,,,,
8,伊犁师范学院,557,伊犁,师范,师范学院,,,,
9,新疆财经大学,365,新疆,财经,财经大学,,,,
10,新疆艺术学院,暂无,新疆,艺术,,,,,
11,新疆工程学院,625,新疆,工程,工程学院,,,,
12,昌吉学院,625,昌吉,,,,,,
13,新疆警察学院,暂无,新疆,警察,,,,,
14,新疆大学科学技术学院,#N/A,新疆,新疆大学,技术,科学技术,,,
15,新疆农业大学科学技术学院,#N/A,新疆,农业,农业大学,技术,科学技术,,
16,新疆医科大学厚博学院,#N/A,新疆,医科大,新疆医科大学,厚博,,,
17,新疆财经大学商务学院,#N/A,新疆,财经,财经大学,商务,,,
18,石河子大学科技学院,#N/A,石河,河子,石河子,石河子大学,科技,,
19,和田师范专科学校,#N/A,和田,师范,专科,专科学校,,,
20,新疆农业职业技术学院,#N/A,新疆,农业,职业,技术,,,
21,乌鲁木齐职业大学,#N/A,乌鲁木齐,职业,,,,,
22,新疆维吾尔医学专科学校,#N/A,新疆,维吾尔,新疆维吾尔,医学,专科,专科学校,
23,克拉玛依职业技术学院,#N/A,克拉,拉玛,克拉玛依,职业,技术,,
24,新疆机电职业技术学院,#N/A,新疆,机电,职业,技术,,,
25,新疆轻工职业技术学院,#N/A,新疆,轻工,职业,技术,,,
26,新疆能源职业技术学院,#N/A,新疆,能源,职业,技术,,,
27,昌吉职业技术学院,#N/A,昌吉,职业,技术,,,,
28,伊犁职业技术学院,#N/A,伊犁,职业,技术,,,,
29,阿克苏职业技术学院,#N/A,阿克,阿克苏,职业,技术,,,
30,巴音郭楞职业技术学院,#N/A,巴音郭,巴音郭楞,职业,技术,,,
31,新疆建设职业技术学院,#N/A,新疆,建设,职业,技术,,,
32,新疆兵团警官高等专科学校,#N/A,新疆,兵团,警官,专科,专科学校,,
33,新疆现代职业技术学院,#N/A,新疆,职业,技术,,,,
34,新疆天山职业技术学院,#N/A,新疆,天山,职业,技术,,,
35,新疆交通职业技术学院,#N/A,新疆,交通,职业,技术,,,
36,新疆石河子职业技术学院,#N/A,新疆,石河,河子,石河子,职业,技术,
37,新疆职业大学,#N/A,新疆,职业,,,,,
38,新疆体育职业技术学院,#N/A,新疆,体育,职业,技术,,,
39,新疆应用职业技术学院,#N/A,新疆,职业,技术,,,,
40,新疆师范高等专科学校,#N/A,新疆,师范,专科,专科学校,,,
41,新疆铁道职业技术学院,#N/A,新疆,铁道,职业,技术,,,
42,新疆生产建设兵团兴新职业技术学院,#N/A,新疆,新疆生产建设兵团,兴新,职业,技术,,
43,哈密职业技术学院,#N/A,哈密,职业,技术,,,,
44,新疆科技职业技术学院,#N/A,新疆,科技,职业,技术,,,
45,吐鲁番职业技术学院,#N/A,鲁番,吐鲁番,职业,技术,,,
46,博尔塔拉职业技术学院,#N/A,尔塔,塔拉,博尔塔,博尔塔拉,职业,技术,
47,新疆工业职业技术学院,#N/A,新疆,工业,职业,技术,,,
